10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 100
DGraph fileName=./experiments/graphs/synthetic/PA/exp/V1kD5L8exp.edge
DGraph |V|=1000,|E|=4985,|L|=8
DGraph size(byte)=79760, time(s)=0.000579834
dataset: ./experiments/graphs/synthetic/PA/exp/V1kD5L8exp.edge with |L|=8 and |V|=1000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 79760
BFS required index construction time (s): 0.000579934
Method: BFS queryset: 0
Query 0: (7,2,00000000000000000000000110000000, true), avg=0.00001033147
Query 1: (7,6,00000000000000000000000010000001, true), avg=0.00001231829
Query 2: (7,6,00000000000000000000000010001000, true), avg=0.00001700719
Query 3: (7,9,00000000000000000000000010000010, true), avg=0.00002805391
Query 4: (7,9,00000000000000000000000010010000, true), avg=0.00001168251
Query 5: (179,3,00000000000000000000000010000010, true), avg=0.00000707308
Query 6: (179,3,00000000000000000000000010010000, true), avg=0.00000635782
Query 7: (179,3,00000000000000000000000110000000, true), avg=0.00000564257
Query 8: (179,4,00000000000000000000000010010000, true), avg=0.00000596046
Query 9: (179,6,00000000000000000000000010100000, true), avg=0.00001398722
Query 10: (270,0,00000000000000000000000010010000, true), avg=0.00000301996
Query 11: (270,1,00000000000000000000000010000100, true), avg=0.00000270207
Query 12: (270,4,00000000000000000000000110000000, true), avg=0.00000294049
Query 13: (270,6,00000000000000000000000010000010, true), avg=0.00000365575
Query 14: (270,7,00000000000000000000000010000001, true), avg=0.00000929832
Query 15: (276,0,00000000000000000000000010000001, true), avg=0.00001056989
Query 16: (276,2,00000000000000000000000010010000, true), avg=0.00001128514
Query 17: (276,3,00000000000000000000000010000001, true), avg=0.00003290176
Query 18: (276,3,00000000000000000000000010010000, true), avg=0.00003528594
Query 19: (318,1,00000000000000000000000110000000, true), avg=0.00000834465
Query 20: (318,2,00000000000000000000000010001000, true), avg=0.00000762939
Query 21: (318,2,00000000000000000000000010100000, true), avg=0.00000770886
Query 22: (318,2,00000000000000000000000110000000, true), avg=0.00000691413
Query 23: (318,3,00000000000000000000000010000010, true), avg=0.00002431869
Query 24: (318,3,00000000000000000000000010001000, true), avg=0.00003234545
Query 25: (318,5,00000000000000000000000010000010, true), avg=0.00000500679
Query 26: (318,6,00000000000000000000000010000100, true), avg=0.00001931190
Query 27: (318,7,00000000000000000000000011000000, true), avg=0.00000770886
Query 28: (318,7,00000000000000000000000110000000, true), avg=0.00001629193
Query 29: (318,10,00000000000000000000000010001000, true), avg=0.00000460942
Query 30: (318,10,00000000000000000000000110000000, true), avg=0.00000365575
Query 31: (318,14,00000000000000000000000010100000, true), avg=0.00001366933
Query 32: (318,16,00000000000000000000000010010000, true), avg=0.00001398722
Query 33: (355,0,00000000000000000000000010001000, true), avg=0.00001200040
Query 34: (355,1,00000000000000000000000010100000, true), avg=0.00002002716
Query 35: (355,1,00000000000000000000000110000000, true), avg=0.00001931190
Query 36: (355,3,00000000000000000000000010100000, true), avg=0.00002002716
Query 37: (355,10,00000000000000000000000010000100, true), avg=0.00001573562
Query 38: (355,10,00000000000000000000000010001000, true), avg=0.00001398722
Query 39: (355,11,00000000000000000000000010100000, true), avg=0.00000969568
Query 40: (355,12,00000000000000000000000010000001, true), avg=0.00004601478
Query 41: (355,13,00000000000000000000000010000010, true), avg=0.00001764297
Query 42: (355,14,00000000000000000000000011000000, true), avg=0.00000937779
Query 43: (398,0,00000000000000000000000010000010, true), avg=0.00000429153
Query 44: (398,0,00000000000000000000000010001000, true), avg=0.00000397364
Query 45: (398,1,00000000000000000000000010100000, true), avg=0.00000437100
Query 46: (398,2,00000000000000000000000010001000, true), avg=0.00000365575
Query 47: (398,6,00000000000000000000000010001000, true), avg=0.00000333786
Query 48: (442,0,00000000000000000000000010000001, true), avg=0.00001231829
Query 49: (442,0,00000000000000000000000010010000, true), avg=0.00000969568
Query 50: (442,1,00000000000000000000000010001000, true), avg=0.00003266334
Query 51: (442,6,00000000000000000000000011000000, true), avg=0.00002336502
Query 52: (442,7,00000000000000000000000011000000, true), avg=0.00001200040
Query 53: (469,0,00000000000000000000000010000010, true), avg=0.00000929832
Query 54: (469,0,00000000000000000000000010100000, true), avg=0.00000190734
Query 55: (469,0,00000000000000000000000110000000, true), avg=0.00001366933
Query 56: (469,2,00000000000000000000000010001000, true), avg=0.00000937779
Query 57: (469,2,00000000000000000000000010010000, true), avg=0.00000333786
Query 58: (469,3,00000000000000000000000010100000, true), avg=0.00001366933
Query 59: (469,3,00000000000000000000000011000000, true), avg=0.00002495447
Query 60: (469,4,00000000000000000000000010000100, true), avg=0.00000405311
Query 61: (469,4,00000000000000000000000010100000, true), avg=0.00000961621
Query 62: (469,4,00000000000000000000000011000000, true), avg=0.00001660982
Query 63: (469,4,00000000000000000000000110000000, true), avg=0.00000397364
Query 64: (469,5,00000000000000000000000001000010, true), avg=0.00000222524
Query 65: (469,5,00000000000000000000000010001000, true), avg=0.00000365575
Query 66: (540,2,00000000000000000000000010000010, true), avg=0.00000866254
Query 67: (540,3,00000000000000000000000010000001, true), avg=0.00003568331
Query 68: (540,5,00000000000000000000000011000000, true), avg=0.00001136461
Query 69: (540,7,00000000000000000000000110000000, true), avg=0.00001064936
Query 70: (540,14,00000000000000000000000010100000, true), avg=0.00002503395
Query 71: (656,3,00000000000000000000000010000010, true), avg=0.00000532468
Query 72: (656,4,00000000000000000000000010000001, true), avg=0.00000596046
Query 73: (656,4,00000000000000000000000010001000, true), avg=0.00000500679
Query 74: (656,7,00000000000000000000000010100000, true), avg=0.00001160303
