10_000_000.
number of methods: 3
number of query sets: 3
number of queries in each true or false: 1000
DGraph fileName=./experiments/graphs/synthetic/PA/exp/V25kD2L8exp.edge
DGraph |V|=25000,|E|=49997,|L|=8
DGraph size(byte)=799952, time(s)=0.020787
dataset: ./experiments/graphs/synthetic/PA/exp/V25kD2L8exp.edge with |L|=8 and |V|=25000
method i=0
runTestsPerIndex index=BFSBFS has index size (byte): 799952
BFS required index construction time (s): 0.0207871
Method: BFS queryset: 0
Query 0: (43,14,00000000000000000000000010001000, true), avg=0.00079663594
Query 1: (43,14,00000000000000000000000110000000, true), avg=0.00125137964
Query 2: (43,24,00000000000000000000000010000001, true), avg=0.00090201695
Query 3: (43,24,00000000000000000000000010001000, true), avg=0.00080498059
Query 4: (43,24,00000000000000000000000010100000, true), avg=0.00142137209
Query 5: (43,25,00000000000000000000000010000010, true), avg=0.00088063875
Query 6: (43,25,00000000000000000000000011000000, true), avg=0.00118947029
Query 7: (43,27,00000000000000000000000010010000, true), avg=0.00104665756
Query 8: (43,27,00000000000000000000000010100000, true), avg=0.00080529848
Query 9: (43,27,00000000000000000000000110000000, true), avg=0.00061464309
Query 10: (43,33,00000000000000000000000011000000, true), avg=0.00070500373
Query 11: (43,36,00000000000000000000000010000001, true), avg=0.00059604644
Query 12: (43,36,00000000000000000000000010000010, true), avg=0.00086561838
Query 13: (43,38,00000000000000000000000110000000, true), avg=0.00092061360
Query 14: (43,40,00000000000000000000000010010000, true), avg=0.00117301940
Query 15: (43,42,00000000000000000000000010001000, true), avg=0.00089963277
Query 16: (43,44,00000000000000000000000010010000, true), avg=0.00253995259
Query 17: (43,45,00000000000000000000000010010000, true), avg=0.00083835919
Query 18: (43,45,00000000000000000000000010100000, true), avg=0.00058134396
Query 19: (43,47,00000000000000000000000011000000, true), avg=0.00130224227
Query 20: (43,48,00000000000000000000000010000010, true), avg=0.00088405609
Query 21: (43,51,00000000000000000000000010000010, true), avg=0.00143901507
Query 22: (43,51,00000000000000000000000010001000, true), avg=0.00079703330
Query 23: (43,51,00000000000000000000000110000000, true), avg=0.00086800257
Query 24: (43,52,00000000000000000000000010001000, true), avg=0.00115768114
Query 25: (43,53,00000000000000000000000010010000, true), avg=0.00104800860
Query 26: (43,56,00000000000000000000000010000001, true), avg=0.00110554695
Query 27: (43,57,00000000000000000000000010000100, true), avg=0.00077597300
Query 28: (43,57,00000000000000000000000011000000, true), avg=0.00061265627
Query 29: (43,58,00000000000000000000000010010000, true), avg=0.00059207280
Query 30: (43,59,00000000000000000000000010000100, true), avg=0.00087904930
Query 31: (43,60,00000000000000000000000010000001, true), avg=0.00055631001
Query 32: (43,60,00000000000000000000000010001000, true), avg=0.00056139628
Query 33: (43,60,00000000000000000000000011000000, true), avg=0.00055662790
Query 34: (195,9,00000000000000000000000010000100, true), avg=0.00049034754
Query 35: (195,10,00000000000000000000000010000001, true), avg=0.00032265981
Query 36: (195,12,00000000000000000000000010010000, true), avg=0.00030072530
Query 37: (195,14,00000000000000000000000010000001, true), avg=0.00036772092
Query 38: (195,15,00000000000000000000000010000010, true), avg=0.00050528844
Query 39: (195,15,00000000000000000000000010001000, true), avg=0.00035500526
Query 40: (195,15,00000000000000000000000010100000, true), avg=0.00040507316
Query 41: (195,20,00000000000000000000000010000100, true), avg=0.00066701571
Query 42: (195,20,00000000000000000000000010001000, true), avg=0.00066892306
Query 43: (195,20,00000000000000000000000010100000, true), avg=0.00064571698
Query 44: (195,24,00000000000000000000000010001000, true), avg=0.00116205215
Query 45: (195,24,00000000000000000000000010010000, true), avg=0.00052603085
Query 46: (195,25,00000000000000000000000010000010, true), avg=0.00105698903
Query 47: (195,25,00000000000000000000000010000100, true), avg=0.00120004018
Query 48: (195,25,00000000000000000000000011000000, true), avg=0.00112064679
Query 49: (195,26,00000000000000000000000010010000, true), avg=0.00029023488
Query 50: (195,27,00000000000000000000000011000000, true), avg=0.00081022580
Query 51: (297,3,00000000000000000000000010000010, true), avg=0.00006000200
